0.249391,0.990398
0.187440,0.973757
0.151263,0.930336
0.064067,0.919673
0.051308,0.872600
-0.006175,0.835900
-0.078752,0.787845
-0.114489,0.793783
-0.165680,0.716523
-0.228690,0.705225
-0.236860,0.672376
-0.288079,0.567642
-0.314065,0.545783
-0.376706,0.512286
-0.396586,0.412683
-0.401521,0.352007
-0.454176,0.329797
-0.446323,0.241428
-0.462620,0.165205
-0.505184,0.105366
-0.482674,0.046701
-0.514652,-0.011051
-0.484307,-0.059896
-0.494371,-0.100755
-0.496453,-0.187580
-0.443344,-0.230379
-0.424842,-0.294013
-0.389943,-0.331203
-0.417166,-0.388751
-0.372246,-0.497785
-0.321828,-0.498823
-0.287075,-0.567584
-0.278730,-0.654221
-0.220687,-0.671516
-0.168418,-0.693480
-0.152789,-0.772266
-0.050482,-0.813821
-0.038245,-0.861656
0.050305,-0.843821
0.108365,-0.906266
0.137812,-0.904975
0.198593,-0.950658
0.292388,-0.990354
0.295672,-0.954706
0.368386,-1.007375
0.426688,-0.975506
0.489842,-0.997577
0.573590,-1.015345
0.622765,-0.974406
0.689548,-0.973678
0.766484,-0.971343
0.849472,-0.915813
0.853555,-0.893273
0.935626,-0.919693
0.999493,-0.879229
1.031359,-0.850037
1.086441,-0.825926
1.161466,-0.756885
1.170338,-0.692634
1.221993,-0.696865
1.296919,-0.623833
1.333559,-0.605152
1.373233,-0.540778
1.389528,-0.473248
1.413375,-0.447511
1.425696,-0.350915
1.456182,-0.274866
1.483947,-0.253117
1.496890,-0.162345
1.517671,-0.107349
1.497650,-0.033293
1.529994,0.058814
1.516302,0.133371
1.486982,0.175371
1.505358,0.247938
1.504222,0.287552
1.478833,0.326189
1.408263,0.438887
1.441463,0.488704
1.407876,0.501916
1.354705,0.600419
1.341503,0.612796
1.303232,0.707923
1.263488,0.698076
1.210732,0.788378
1.138374,0.822936
1.094827,0.873246
1.023998,0.903244
1.007197,0.916166
0.935999,0.943961
0.873547,0.989627
0.808465,0.963873
0.783166,1.035132
0.714268,1.007868
0.635634,1.018186
0.573621,1.038380
0.518292,1.045518
0.468880,1.023480
0.368543,1.042062
0.339963,1.048883
0.261230,1.019102
0.172151,1.000974
0.151400,0.985345
0.086526,0.971266
0.049564,0.908704
-0.021082,0.894509
-0.065492,0.824903
-0.158223,0.796380
-0.183445,0.749902
-0.248280,0.707716
-0.292855,0.677116
-0.277504,0.619837
-0.354170,0.571035
-0.390015,0.520988
-0.425799,0.494039
-0.423739,0.392260
-0.430338,0.337009
-0.474733,0.266052
-0.501099,0.248964
-0.499579,0.162581
-0.466705,0.127993
-0.468064,0.038462
-0.472106,0.001898
-0.483468,-0.075096
-0.452384,-0.119166
-0.474232,-0.182201
-0.468248,-0.244779
-0.398620,-0.304185
-0.419035,-0.391399
-0.363143,-0.446362
-0.353771,-0.501679
-0.272448,-0.519762
-0.239056,-0.586927
-0.241149,-0.612916
-0.147269,-0.710124
-0.113863,-0.729516
-0.094109,-0.752844
-0.001315,-0.779938
0.034625,-0.852725
0.081178,-0.862215
0.124158,-0.903546
0.212824,-0.903517
0.272876,-0.919080
0.307724,-0.963751
0.406806,-0.937849
0.435262,-0.927316
0.529534,-0.951133
0.541144,-0.953980
0.621935,-0.933894
0.672223,-0.942052
0.731156,-0.936951
0.791071,-0.930742
0.867020,-0.858863
0.951520,-0.845726
0.994040,-0.814110
1.020010,-0.814377
1.097439,-0.795039
1.170480,-0.744753
1.200582,-0.686125
1.216741,-0.663105
1.302992,-0.621397
1.310187,-0.523930
1.350541,-0.493382
1.378392,-0.410213
1.438824,-0.357371
1.407435,-0.347982
1.445382,-0.247016
1.459043,-0.223504
1.465858,-0.161691
1.526680,-0.088990
1.490287,-0.030600
